Prompt,Generated Recipe
"Generate a dairy-free recipe for lunch with rice, tomato, cashews, lentils, avoiding breadcrumbs.","Dish: Ingredients: rice, tomato, cashews, lentils. Instructions: Combine rice, tomato, cashews, add lentils, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lemongrass, olive oil, potato, breadcrumbs, avoiding mushrooms.","Dish: Ingredients: lemongrass, olive oil, potato, breadcrumbs. Instructions: Combine lemongrass, olive oil, potato, add breadcrumbs, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with potato, breadcrumbs, rice, onion, avoiding parmesan.","Dish: Ingredients: potato, breadcrumbs, rice, onion. Instructions: Combine potato, breadcrumbs, rice, add onion, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with cashews, basil, mushrooms, chickpeas, avoiding soy sauce.","Dish: Ingredients: cashews, basil, mushrooms, chickpeas. Instructions: Combine cashews, basil, mushrooms, add chickpeas, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with lemongrass, sesame seeds, chickpeas, ginger, avoiding bell peppers.","Dish: Ingredients: lemongrass, sesame seeds, chickpeas, ginger. Instructions: Combine lemongrass, sesame seeds, chickpeas, add ginger, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with olive oil, tomato, breadcrumbs, bell peppers, avoiding carrot.","Dish: Ingredients: olive oil, tomato, breadcrumbs, bell peppers. Instructions: Combine olive oil, tomato, breadcrumbs, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with lentils, avocado, chickpeas, basil, avoiding coconut milk.","Dish: Ingredients: lentils, avocado, chickpeas, basil. Instructions: Combine lentils, avocado, chickpeas, add basil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with carrot, breadcrumbs, coconut milk, ginger, avoiding cucumber.","Dish: Ingredients: carrot, breadcrumbs, coconut milk, ginger. Instructions: Combine carrot, breadcrumbs, coconut milk, add ginger, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with chickpeas, ginger, coconut milk, rice, avoiding olive oil.","Dish: Ingredients: chickpeas, ginger, coconut milk, rice. Instructions: Combine chickpeas, ginger, coconut milk, add rice, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with soy sauce, tomato, eggplant, pasta, avoiding cashews.","Dish: Ingredients: soy sauce, tomato, eggplant, pasta. Instructions: Combine soy sauce, tomato, eggplant, add pasta, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lentils, ginger, cucumber, carrot, avoiding parmesan.","Dish: Ingredients: lentils, ginger, cucumber, carrot. Instructions: Combine lentils, ginger, cucumber, add carrot, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with chickpeas, lentils, garlic, lemongrass, avoiding soy sauce.","Dish: Ingredients: chickpeas, lentils, garlic, lemongrass. Instructions: Combine chickpeas, lentils, garlic, add lemongrass, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with tomato, soy sauce, cucumber, eggplant, avoiding carrot.","Dish: Ingredients: tomato, soy sauce, cucumber, eggplant. Instructions: Combine tomato, soy sauce, cucumber, add eggplant, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with cashews, coconut milk, spinach, cilantro, avoiding ginger.","Dish: Ingredients: cashews, coconut milk, spinach, cilantro. Instructions: Combine cashews, coconut milk, spinach, add cilantro, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with tofu, garlic, cilantro, cashews, avoiding sesame seeds.","Dish: Ingredients: tofu, garlic, cilantro, cashews. Instructions: Combine tofu, garlic, cilantro, add cashews, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with sesame seeds, basil, soy sauce, tomato, avoiding spinach.","Dish: Ingredients: sesame seeds, basil, soy sauce, tomato. Instructions: Combine sesame seeds, basil, soy sauce, add tomato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with coconut milk, garlic, bell peppers, pasta, avoiding eggplant.","Dish: Ingredients: coconut milk, garlic, bell peppers, pasta. Instructions: Combine coconut milk, garlic, bell peppers, add pasta, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with cilantro, ginger, coconut milk, chickpeas, avoiding bell peppers.","Dish: Ingredients: cilantro, ginger, coconut milk, chickpeas. Instructions: Combine cilantro, ginger, coconut milk, add chickpeas, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with eggplant, avocado, pasta, potato, avoiding spinach.","Dish: Ingredients: eggplant, avocado, pasta, potato. Instructions: Combine eggplant, avocado, pasta, add potato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with garlic, chickpeas, olive oil, basil, avoiding pasta.","Dish: Ingredients: garlic, chickpeas, olive oil, basil. Instructions: Combine garlic, chickpeas, olive oil, add basil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with carrot, breadcrumbs, rice, lemongrass, avoiding yogurt.","Dish: Ingredients: carrot, breadcrumbs, rice, lemongrass. Instructions: Combine carrot, breadcrumbs, rice, add lemongrass, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with coconut milk, cucumber, chickpeas, pasta, avoiding onion.","Dish: Ingredients: coconut milk, cucumber, chickpeas, pasta. Instructions: Combine coconut milk, cucumber, chickpeas, add pasta, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with rice, ginger, lentils, soy sauce, avoiding tomato.","Dish: Ingredients: rice, ginger, lentils, soy sauce. Instructions: Combine rice, ginger, lentils, add soy sauce, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with soy sauce, breadcrumbs, potato, spinach, avoiding rice.","Dish: Ingredients: soy sauce, breadcrumbs, potato, spinach. Instructions: Combine soy sauce, breadcrumbs, potato, add spinach, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with carrot, tofu, avocado, chickpeas, avoiding spinach.","Dish: Ingredients: carrot, tofu, avocado, chickpeas. Instructions: Combine carrot, tofu, avocado, add chickpeas, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with tomato, basil, mushrooms, onion, avoiding rice.","Dish: Ingredients: tomato, basil, mushrooms, onion. Instructions: Combine tomato, basil, mushrooms, add onion, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with avocado, olive oil, parmesan, basil, avoiding potato.","Dish: Ingredients: avocado, olive oil, parmesan, basil. Instructions: Combine avocado, olive oil, parmesan, add basil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with ginger, cashews, parmesan, tomato, avoiding coconut milk.","Dish: Ingredients: ginger, cashews, parmesan, tomato. Instructions: Combine ginger, cashews, parmesan, add tomato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with ginger, cashews, yogurt, coconut milk, avoiding lemongrass.","Dish: Ingredients: ginger, cashews, yogurt, coconut milk. Instructions: Combine ginger, cashews, yogurt, add coconut milk, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with lemongrass, mushrooms, pasta, tofu, avoiding carrot.","Dish: Ingredients: lemongrass, mushrooms, pasta, tofu. Instructions: Combine lemongrass, mushrooms, pasta, add tofu, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with carrot, tofu, avocado, mushrooms, avoiding lemongrass.","Dish: Ingredients: carrot, tofu, avocado, mushrooms. Instructions: Combine carrot, tofu, avocado, add mushrooms, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with pasta, parmesan, carrot, coconut milk, avoiding ginger.","Dish: Ingredients: pasta, parmesan, carrot, coconut milk. Instructions: Combine pasta, parmesan, carrot, add coconut milk, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with rice, avocado, basil, tomato, avoiding ginger.","Dish: Ingredients: rice, avocado, basil, tomato. Instructions: Combine rice, avocado, basil, add tomato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with onion, yogurt, sesame seeds, tomato, avoiding rice.","Dish: Ingredients: onion, yogurt, sesame seeds, tomato. Instructions: Combine onion, yogurt, sesame seeds, add tomato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with soy sauce, eggplant, pasta, avocado, avoiding sesame seeds.","Dish: Ingredients: soy sauce, eggplant, pasta, avocado. Instructions: Combine soy sauce, eggplant, pasta, add avocado, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with tomato, coconut milk, soy sauce, olive oil, avoiding bell peppers.","Dish: Ingredients: tomato, coconut milk, soy sauce, olive oil. Instructions: Combine tomato, coconut milk, soy sauce, add olive oil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with potato, carrot, cucumber, olive oil, avoiding onion.","Dish: Ingredients: potato, carrot, cucumber, olive oil. Instructions: Combine potato, carrot, cucumber, add olive oil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with cilantro, coconut milk, potato, sesame seeds, avoiding pasta.","Dish: Ingredients: cilantro, coconut milk, potato, sesame seeds. Instructions: Combine cilantro, coconut milk, potato, add sesame seeds, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with breadcrumbs, chickpeas, ginger, mushrooms, avoiding basil.","Dish: Ingredients: breadcrumbs, chickpeas, ginger, mushrooms. Instructions: Combine breadcrumbs, chickpeas, ginger, add mushrooms, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with lemongrass, lentils, mushrooms, garlic, avoiding yogurt.","Dish: Ingredients: lemongrass, lentils, mushrooms, garlic. Instructions: Combine lemongrass, lentils, mushrooms, add garlic, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with onion, ginger, olive oil, eggplant, avoiding tomato.","Dish: Ingredients: onion, ginger, olive oil, eggplant. Instructions: Combine onion, ginger, olive oil, add eggplant, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with eggplant, soy sauce, coconut milk, potato, avoiding avocado.","Dish: Ingredients: eggplant, soy sauce, coconut milk, potato. Instructions: Combine eggplant, soy sauce, coconut milk, add potato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with lemongrass, rice, eggplant, tomato, avoiding potato.","Dish: Ingredients: lemongrass, rice, eggplant, tomato. Instructions: Combine lemongrass, rice, eggplant, add tomato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with onion, tomato, eggplant, potato, avoiding olive oil.","Dish: Ingredients: onion, tomato, eggplant, potato. Instructions: Combine onion, tomato, eggplant, add potato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with chickpeas, bell peppers, rice, avocado, avoiding tofu.","Dish: Ingredients: chickpeas, bell peppers, rice, avocado. Instructions: Combine chickpeas, bell peppers, rice, add avocado, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with avocado, pasta, spinach, breadcrumbs, avoiding tomato.","Dish: Ingredients: avocado, pasta, spinach, breadcrumbs. Instructions: Combine avocado, pasta, spinach, add breadcrumbs, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with avocado, cilantro, garlic, bell peppers, avoiding tofu.","Dish: Ingredients: avocado, cilantro, garlic, bell peppers. Instructions: Combine avocado, cilantro, garlic, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with carrot, soy sauce, breadcrumbs, tomato, avoiding lentils.","Dish: Ingredients: carrot, soy sauce, breadcrumbs, tomato. Instructions: Combine carrot, soy sauce, breadcrumbs, add tomato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with parmesan, bell peppers, basil, cashews, avoiding soy sauce.","Dish: Ingredients: parmesan, bell peppers, basil, cashews. Instructions: Combine parmesan, bell peppers, basil, add cashews, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lentils, breadcrumbs, parmesan, onion, avoiding avocado.","Dish: Ingredients: lentils, breadcrumbs, parmesan, onion. Instructions: Combine lentils, breadcrumbs, parmesan, add onion, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with parmesan, yogurt, mushrooms, coconut milk, avoiding chickpeas.","Dish: Ingredients: parmesan, yogurt, mushrooms, coconut milk. Instructions: Combine parmesan, yogurt, mushrooms, add coconut milk, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lemongrass, chickpeas, garlic, carrot, avoiding bell peppers.","Dish: Ingredients: lemongrass, chickpeas, garlic, carrot. Instructions: Combine lemongrass, chickpeas, garlic, add carrot, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with tofu, lentils, basil, eggplant, avoiding cilantro.","Dish: Ingredients: tofu, lentils, basil, eggplant. Instructions: Combine tofu, lentils, basil, add eggplant, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with potato, pasta, breadcrumbs, spinach, avoiding mushrooms.","Dish: Ingredients: potato, pasta, breadcrumbs, spinach. Instructions: Combine potato, pasta, breadcrumbs, add spinach, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with tofu, lentils, carrot, bell peppers, avoiding breadcrumbs.","Dish: Ingredients: tofu, lentils, carrot, bell peppers. Instructions: Combine tofu, lentils, carrot, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with basil, coconut milk, garlic, potato, avoiding eggplant.","Dish: Ingredients: basil, coconut milk, garlic, potato. Instructions: Combine basil, coconut milk, garlic, add potato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with basil, soy sauce, lemongrass, cashews, avoiding cilantro.","Dish: Ingredients: basil, soy sauce, lemongrass, cashews. Instructions: Combine basil, soy sauce, lemongrass, add cashews, cook thoroughly, and serve hot."
